PassengerId,Survived,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked,Pclass
426,0,male,28.0,0,0,236171.0,7.25,S,3
851,0,male,4.0,4,2,347082.0,31.275,S,3
819,0,male,43.0,0,0,236171.0,6.45,S,3
776,0,male,18.0,0,0,347078.0,7.75,S,3
401,1,male,39.0,0,0,236171.0,7.925,S,3
670,1,female,28.0,1,0,19996.0,52.0,S,1
158,0,male,30.0,0,0,236171.0,8.05,S,3
390,1,female,17.0,0,0,236171.0,12.0,C,2
320,1,female,40.0,1,1,16966.0,134.5,C,1
341,1,male,2.0,1,1,230080.0,26.0,S,2
408,1,male,3.0,1,1,29106.0,18.75,S,2
466,0,male,38.0,0,0,236171.0,7.05,S,3
678,1,female,18.0,0,0,4138.0,9.8417,S,3
140,0,male,24.0,0,0,236171.0,79.2,C,1
785,0,male,25.0,0,0,236171.0,7.05,S,3
379,0,male,20.0,0,0,2648.0,4.0125,C,3
384,1,female,35.0,1,0,113789.0,52.0,S,1
243,0,male,29.0,0,0,236171.0,10.5,S,2
463,0,male,47.0,0,0,111320.0,38.5,S,1
605,1,male,35.0,0,0,111426.0,26.55,C,1
431,1,male,28.0,0,0,110564.0,26.55,S,1
301,1,female,28.0,0,0,9234.0,7.75,Q,3
376,1,female,28.0,1,0,236171.0,82.1708,C,1
196,1,female,58.0,0,0,236171.0,146.5208,C,1
619,1,female,4.0,2,1,230136.0,39.0,S,2
307,1,female,28.0,0,0,17421.0,110.8833,C,1
441,1,female,45.0,1,1,236171.0,26.25,S,2
173,1,female,1.0,1,1,347742.0,11.1333,S,3
45,1,female,19.0,0,0,330958.0,7.8792,Q,3
285,0,male,28.0,0,0,113056.0,26.0,S,1
814,0,female,6.0,4,2,347082.0,31.275,S,3
316,1,female,26.0,0,0,347470.0,7.8542,S,3
231,1,female,35.0,1,0,36973.0,83.475,S,1
134,1,female,29.0,1,0,228414.0,26.0,S,2
306,1,male,0.92,1,2,113781.0,151.55,S,1
600,1,male,49.0,1,0,236171.0,56.9292,C,1
516,0,male,47.0,0,0,36967.0,34.0208,S,1
731,1,female,29.0,0,0,24160.0,211.3375,S,1
701,1,female,18.0,1,0,236171.0,227.525,C,1
586,1,female,18.0,0,2,110413.0,79.65,S,1
473,1,female,33.0,1,2,236171.0,27.75,S,2
736,0,male,28.5,0,0,54636.0,16.1,S,3
455,0,male,28.0,0,0,236171.0,8.05,S,3
631,1,male,80.0,0,0,27042.0,30.0,S,1
521,1,female,30.0,0,0,12749.0,93.5,S,1
615,0,male,35.0,0,0,364512.0,8.05,S,3
114,0,female,20.0,1,0,4136.0,9.825,S,3
616,1,female,24.0,1,2,220845.0,65.0,S,2
471,0,male,28.0,0,0,323592.0,7.25,S,3
180,0,male,36.0,0,0,236171.0,0.0,S,3
279,0,male,7.0,4,1,382652.0,29.125,Q,3
171,0,male,61.0,0,0,111240.0,33.5,S,1
92,0,male,20.0,0,0,347466.0,7.8542,S,3
773,0,female,57.0,0,0,236171.0,10.5,S,2
412,0,male,28.0,0,0,394140.0,6.8583,Q,3
210,1,male,40.0,0,0,112277.0,31.0,C,1
485,1,male,25.0,1,0,11967.0,91.0792,C,1
806,0,male,31.0,0,0,347063.0,7.775,S,3
711,1,female,24.0,0,0,236171.0,49.5042,C,1
809,0,male,39.0,0,0,248723.0,13.0,S,2
812,0,male,39.0,0,0,236171.0,24.15,S,3
490,1,male,9.0,1,1,236171.0,15.9,S,3
838,0,male,28.0,0,0,392092.0,8.05,S,3
281,0,male,65.0,0,0,336439.0,7.75,Q,3
363,0,female,45.0,0,1,2691.0,14.4542,C,3
883,0,female,22.0,0,0,7552.0,10.5167,S,3
326,1,female,36.0,0,0,236171.0,135.6333,C,1
833,0,male,28.0,0,0,2671.0,7.2292,C,3
461,1,male,48.0,0,0,19952.0,26.55,S,1
510,1,male,26.0,0,0,1601.0,56.4958,S,3
668,0,male,28.0,0,0,312993.0,7.775,S,3
824,1,female,27.0,0,1,392096.0,12.475,S,3
124,1,female,32.5,0,0,27267.0,13.0,S,2
632,0,male,51.0,0,0,347743.0,7.0542,S,3
103,0,male,21.0,0,1,35281.0,77.2875,S,1
683,0,male,20.0,0,0,6563.0,9.225,S,3
400,1,female,28.0,0,0,240929.0,12.65,S,2
19,0,female,31.0,1,0,345763.0,18.0,S,3
685,0,male,60.0,1,1,29750.0,39.0,S,2
522,0,male,22.0,0,0,349252.0,7.8958,S,3
698,1,female,28.0,0,0,35852.0,7.7333,Q,3
338,1,female,41.0,0,0,16966.0,134.5,C,1
653,0,male,21.0,0,0,8475.0,8.4333,S,3
757,0,male,28.0,0,0,350042.0,7.7958,S,3
808,0,female,18.0,0,0,347087.0,7.775,S,3
97,0,male,71.0,0,0,236171.0,34.6542,C,1
817,0,female,23.0,0,0,236171.0,7.925,S,3
96,0,male,28.0,0,0,374910.0,8.05,S,3
9,1,female,27.0,0,2,347742.0,11.1333,S,3
735,0,male,23.0,0,0,233639.0,13.0,S,2
524,1,female,44.0,0,1,111361.0,57.9792,C,1
635,0,female,9.0,3,2,347088.0,27.9,S,3
355,0,male,28.0,0,0,2647.0,7.225,C,3
620,0,male,26.0,0,0,31028.0,10.5,S,2
177,0,male,28.0,3,1,4133.0,25.4667,S,3
37,1,male,28.0,0,0,2677.0,7.2292,C,3
639,0,female,41.0,0,5,3101295.0,39.6875,S,3
762,0,male,41.0,0,0,236171.0,7.125,S,3
577,1,female,34.0,0,0,243880.0,13.0,S,2
882,0,male,33.0,0,0,349257.0,7.8958,S,3
354,0,male,25.0,1,0,349237.0,17.8,S,3
427,1,female,28.0,1,0,2003.0,26.0,S,2
179,0,male,30.0,0,0,250653.0,13.0,S,2
569,0,male,28.0,0,0,2686.0,7.2292,C,3
330,1,female,16.0,0,1,111361.0,57.9792,C,1
712,0,male,28.0,0,0,113028.0,26.55,S,1
170,0,male,28.0,0,0,1601.0,56.4958,S,3
740,0,male,28.0,0,0,349218.0,7.8958,S,3
614,0,male,28.0,0,0,370377.0,7.75,Q,3
62,1,female,38.0,0,0,113572.0,80.0,S,1
469,0,male,28.0,0,0,36209.0,7.725,Q,3
802,1,female,31.0,1,1,236171.0,26.25,S,2
13,0,male,20.0,0,0,236171.0,8.05,S,3
41,0,female,40.0,1,0,7546.0,9.475,S,3
6,0,male,28.0,0,0,330877.0,8.4583,Q,3
402,0,male,26.0,0,0,341826.0,8.05,S,3
889,0,female,28.0,1,2,236171.0,23.45,S,3
185,1,female,4.0,0,2,315153.0,22.025,S,3
783,0,male,29.0,0,0,113501.0,30.0,S,1
676,0,male,18.0,0,0,349912.0,7.775,S,3
872,1,female,47.0,1,1,11751.0,52.5542,S,1
407,0,male,51.0,0,0,347064.0,7.75,S,3
377,1,female,22.0,0,0,236171.0,7.25,S,3
219,1,female,32.0,0,0,11813.0,76.2917,C,1
888,1,female,19.0,0,0,112053.0,30.0,S,1
868,0,male,31.0,0,0,236171.0,50.4958,S,1
225,1,male,38.0,1,0,19943.0,90.0,S,1
656,0,male,24.0,2,0,236171.0,73.5,S,2
161,0,male,44.0,0,1,371362.0,16.1,S,3
168,0,female,45.0,1,4,347088.0,27.9,S,3
289,1,male,42.0,0,0,237798.0,13.0,S,2
710,1,male,28.0,1,1,2661.0,15.2458,C,3
537,0,male,45.0,0,0,113050.0,26.55,S,1
351,0,male,23.0,0,0,7267.0,9.225,S,3
214,0,male,30.0,0,0,250646.0,13.0,S,2
145,0,male,18.0,0,0,231945.0,11.5,S,2
810,1,female,33.0,1,0,113806.0,53.1,S,1
272,1,male,25.0,0,0,236171.0,0.0,S,3
335,1,female,28.0,1,0,236171.0,133.65,S,1
804,1,male,0.42,0,1,2625.0,8.5167,C,3
246,0,male,44.0,2,0,19928.0,90.0,Q,1
559,1,female,39.0,1,1,110413.0,79.65,S,1
518,0,male,28.0,0,0,371110.0,24.15,Q,3
192,0,male,19.0,0,0,28424.0,13.0,S,2
885,0,male,25.0,0,0,236171.0,7.05,S,3
505,1,female,16.0,0,0,110152.0,86.5,S,1
677,0,male,24.5,0,0,342826.0,8.05,S,3
557,1,female,48.0,1,0,11755.0,39.6,C,1
236,0,female,28.0,0,0,236171.0,7.55,S,3
91,0,male,29.0,0,0,343276.0,8.05,S,3
360,1,female,28.0,0,0,330980.0,7.8792,Q,3
608,1,male,27.0,0,0,113804.0,30.5,S,1
123,0,male,32.5,1,0,237736.0,30.0708,C,2
729,0,male,25.0,1,0,236853.0,26.0,S,2
142,1,female,22.0,0,0,347081.0,7.75,S,3
856,1,female,18.0,0,1,392091.0,9.35,S,3
659,0,male,23.0,0,0,29751.0,13.0,S,2
405,0,female,20.0,0,0,315096.0,8.6625,S,3
774,0,male,28.0,0,0,2674.0,7.225,C,3
148,0,female,9.0,2,2,236171.0,34.375,S,3
422,0,male,21.0,0,0,236171.0,7.7333,Q,3
30,0,male,28.0,0,0,349216.0,7.8958,S,3
222,0,male,27.0,0,0,220367.0,13.0,S,2
517,1,female,34.0,0,0,236171.0,10.5,S,2
777,0,male,28.0,0,0,383121.0,7.75,Q,3
176,0,male,18.0,1,1,350404.0,7.8542,S,3
381,1,female,42.0,0,0,236171.0,227.525,C,1
387,0,male,1.0,5,2,236171.0,46.9,S,3
590,0,male,28.0,0,0,236171.0,8.05,S,3
442,0,male,20.0,0,0,345769.0,9.5,S,3
212,1,female,35.0,0,0,236171.0,21.0,S,2
790,0,male,46.0,0,0,236171.0,79.2,C,1
527,1,female,50.0,0,0,236171.0,10.5,S,2
42,0,female,27.0,1,0,11668.0,21.0,S,2
54,1,female,29.0,1,0,2926.0,26.0,S,2
671,1,female,40.0,1,1,29750.0,39.0,S,2
4,1,female,35.0,1,0,113803.0,53.1,S,1
504,0,female,37.0,0,0,4135.0,9.5875,S,3
191,1,female,32.0,0,0,234604.0,13.0,S,2
147,1,male,27.0,0,0,350043.0,7.7958,S,3
525,0,male,28.0,0,0,2700.0,7.2292,C,3
764,1,female,36.0,1,2,113760.0,120.0,S,1
875,1,female,28.0,1,0,236171.0,24.0,C,2
801,0,male,34.0,0,0,250647.0,13.0,S,2
556,0,male,62.0,0,0,113807.0,26.55,S,1
327,0,male,61.0,0,0,345364.0,6.2375,S,3
215,0,male,28.0,1,0,367229.0,7.75,Q,3
220,0,male,30.0,0,0,236171.0,10.5,S,2
361,0,male,40.0,1,4,347088.0,27.9,S,3
175,0,male,56.0,0,0,17764.0,30.6958,C,1
637,0,male,32.0,0,0,236171.0,7.925,S,3
369,1,female,28.0,0,0,14313.0,7.75,Q,3
120,0,female,2.0,4,2,347082.0,31.275,S,3
26,1,female,38.0,1,5,347077.0,31.3875,S,3
336,0,male,28.0,0,0,349225.0,7.8958,S,3
20,1,female,28.0,0,0,2649.0,7.225,C,3
359,1,female,28.0,0,0,330931.0,7.8792,Q,3
673,0,male,70.0,0,0,236171.0,10.5,S,2
130,0,male,45.0,0,0,347061.0,6.975,S,3
681,0,female,28.0,0,0,330935.0,8.1375,Q,3
313,0,female,26.0,1,1,250651.0,26.0,S,2
373,0,male,19.0,0,0,323951.0,8.05,S,3
150,0,male,42.0,0,0,244310.0,13.0,S,2
737,0,female,48.0,1,3,236171.0,34.375,S,3
629,0,male,26.0,0,0,349224.0,7.8958,S,3
93,0,male,46.0,1,0,236171.0,61.175,S,1
319,1,female,31.0,0,2,36928.0,164.8667,S,1
782,1,female,17.0,1,0,17474.0,57.0,S,1
578,1,female,39.0,1,0,13507.0,55.9,S,1
534,1,female,28.0,0,2,2668.0,22.3583,C,3
115,0,female,17.0,0,0,2627.0,14.4583,C,3
357,1,female,22.0,0,1,113505.0,55.0,S,1
183,0,male,9.0,4,2,347077.0,31.3875,S,3
874,0,male,47.0,0,0,345765.0,9.0,S,3
252,0,female,29.0,1,1,347054.0,10.4625,S,3
847,0,male,28.0,8,2,236171.0,69.55,S,3
221,1,male,16.0,0,0,236171.0,8.05,S,3
380,0,male,19.0,0,0,347069.0,7.775,S,3
794,0,male,28.0,0,0,236171.0,30.6958,C,1
799,0,male,30.0,0,0,2685.0,7.2292,C,3
283,0,male,16.0,0,0,345778.0,9.5,S,3
450,1,male,52.0,0,0,113786.0,30.5,S,1
190,0,male,36.0,0,0,349247.0,7.8958,S,3
867,1,female,27.0,1,0,236171.0,13.8583,C,2
674,1,male,31.0,0,0,244270.0,13.0,S,2
251,0,male,28.0,0,0,362316.0,7.25,S,3
28,0,male,19.0,3,2,19950.0,263.0,S,1
791,0,male,28.0,0,0,12460.0,7.75,Q,3
332,0,male,45.5,0,0,113043.0,28.5,S,1
881,1,female,25.0,0,1,230433.0,26.0,S,2
423,0,male,29.0,0,0,315082.0,7.875,S,3
78,0,male,28.0,0,0,374746.0,8.05,S,3
830,1,female,62.0,0,0,113572.0,80.0,S,1
259,1,female,35.0,0,0,236171.0,512.3292,C,1
238,1,female,8.0,0,2,236171.0,26.25,S,2
594,0,female,28.0,0,2,364848.0,7.75,Q,3
611,0,female,39.0,1,5,347082.0,31.275,S,3
439,0,male,64.0,1,4,19950.0,263.0,S,1
157,1,female,16.0,0,0,35851.0,7.7333,Q,3
468,0,male,56.0,0,0,113792.0,26.55,S,1
255,0,female,41.0,0,2,370129.0,20.2125,S,3
197,0,male,28.0,0,0,368703.0,7.75,Q,3
491,0,male,28.0,1,0,65304.0,19.9667,S,3
660,0,male,58.0,0,2,35273.0,113.275,C,1
169,0,male,28.0,0,0,236171.0,25.925,S,1
497,1,female,54.0,1,0,36947.0,78.2667,C,1
728,1,female,28.0,0,0,36866.0,7.7375,Q,3
116,0,male,21.0,0,0,236171.0,7.925,S,3
841,0,male,20.0,0,0,236171.0,7.925,S,3
436,1,female,14.0,1,2,113760.0,120.0,S,1
548,1,male,28.0,0,0,236171.0,13.8625,C,2
827,0,male,28.0,0,0,1601.0,56.4958,S,3
64,0,male,4.0,3,2,347088.0,27.9,S,3
434,0,male,17.0,0,0,236171.0,7.125,S,3
722,0,male,17.0,1,0,350048.0,7.0542,S,3
2,1,female,38.0,1,0,236171.0,71.2833,C,1
284,1,male,19.0,0,0,236171.0,8.05,S,3
502,0,female,21.0,0,0,364846.0,7.75,Q,3
818,0,male,31.0,1,1,236171.0,37.0042,C,2
276,1,female,63.0,1,0,13502.0,77.9583,S,1
164,0,male,17.0,0,0,315093.0,8.6625,S,3
73,0,male,21.0,0,0,236171.0,73.5,S,2
112,0,female,14.5,1,0,2665.0,14.4542,C,3
494,0,male,71.0,0,0,236171.0,49.5042,C,1
696,0,male,52.0,0,0,248731.0,13.5,S,2
394,1,female,23.0,1,0,35273.0,113.275,C,1
550,1,male,8.0,1,1,236171.0,36.75,S,2
805,1,male,27.0,0,0,347089.0,6.975,S,3
561,0,male,28.0,0,0,372622.0,7.75,Q,3
172,0,male,4.0,4,1,382652.0,29.125,Q,3
549,0,male,33.0,1,1,363291.0,20.525,S,3
87,0,male,16.0,1,3,236171.0,34.375,S,3
300,1,female,50.0,0,1,236171.0,247.5208,C,1
8,0,male,2.0,3,1,349909.0,21.075,S,3
724,0,male,50.0,0,0,250643.0,13.0,S,2
709,1,female,22.0,0,0,113781.0,151.55,S,1
596,0,male,36.0,1,1,345773.0,24.15,S,3
695,0,male,60.0,0,0,113800.0,26.55,S,1
832,1,male,0.83,1,1,29106.0,18.75,S,2
741,1,male,28.0,0,0,16988.0,30.0,S,1
226,0,male,22.0,0,0,236171.0,9.35,S,3
706,0,male,39.0,0,0,250655.0,26.0,S,2
269,1,female,58.0,0,1,236171.0,153.4625,S,1
345,0,male,36.0,0,0,229236.0,13.0,S,2
860,0,male,28.0,0,0,2629.0,7.2292,C,3
127,0,male,28.0,0,0,370372.0,7.75,Q,3
749,0,male,19.0,1,0,113773.0,53.1,S,1
765,0,male,16.0,0,0,347074.0,7.775,S,3
339,1,male,45.0,0,0,7598.0,8.05,S,3
245,0,male,30.0,0,0,2694.0,7.225,C,3
84,0,male,28.0,0,0,113059.0,47.1,S,1
823,0,male,38.0,0,0,19972.0,0.0,S,1
822,1,male,27.0,0,0,315098.0,8.6625,S,3
572,1,female,53.0,2,0,11769.0,51.4792,S,1
178,0,female,50.0,0,0,236171.0,28.7125,C,1
69,1,female,17.0,4,2,3101281.0,7.925,S,3
821,1,female,52.0,1,1,12749.0,93.5,S,1
146,0,male,19.0,1,1,236171.0,36.75,S,2
612,0,male,28.0,0,0,236171.0,7.05,S,3
250,0,male,54.0,1,0,244252.0,26.0,S,2
410,0,female,28.0,3,1,4133.0,25.4667,S,3
392,1,male,21.0,0,0,350034.0,7.7958,S,3
49,0,male,28.0,2,0,2662.0,21.6792,C,3
383,0,male,32.0,0,0,236171.0,7.925,S,3
536,1,female,7.0,0,2,236171.0,26.25,S,2
563,0,male,28.0,0,0,218629.0,13.5,S,2
99,1,female,34.0,0,1,231919.0,23.0,S,2
58,0,male,28.5,0,0,2697.0,7.2292,C,3
645,1,female,0.75,2,1,2666.0,19.2583,C,3
374,0,male,22.0,0,0,236171.0,135.6333,C,1
519,1,female,36.0,1,0,226875.0,26.0,S,2
523,0,male,28.0,0,0,2624.0,7.225,C,3
621,0,male,27.0,1,0,2659.0,14.4542,C,3
370,1,female,24.0,0,0,236171.0,69.3,C,1
480,1,female,2.0,0,1,3101298.0,12.2875,S,3
553,0,male,28.0,0,0,330979.0,7.8292,Q,3
691,1,male,31.0,1,0,17474.0,57.0,S,1
311,1,female,24.0,0,0,11767.0,83.1583,C,1
542,0,female,9.0,4,2,347082.0,31.275,S,3
552,0,male,27.0,0,0,244358.0,26.0,S,2
488,0,male,58.0,0,0,11771.0,29.7,C,1
329,1,female,31.0,1,1,363291.0,20.525,S,3
447,1,female,13.0,0,1,250644.0,19.5,S,2
67,1,female,29.0,0,0,236171.0,10.5,S,2
85,1,female,17.0,0,0,236171.0,10.5,S,2
149,0,male,36.5,0,2,230080.0,26.0,S,2
813,0,male,35.0,0,0,28206.0,10.5,S,2
864,0,female,28.0,8,2,236171.0,69.55,S,3
242,1,female,28.0,1,0,367230.0,15.5,Q,3
17,0,male,2.0,4,1,382652.0,29.125,Q,3
5,0,male,35.0,0,0,373450.0,8.05,S,3
498,0,male,28.0,0,0,236171.0,15.1,S,3
53,1,female,49.0,1,0,236171.0,76.7292,C,1
117,0,male,70.5,0,0,370369.0,7.75,Q,3
624,0,male,21.0,0,0,350029.0,7.8542,S,3
842,0,male,16.0,0,0,236171.0,10.5,S,2
467,0,male,28.0,0,0,239853.0,0.0,S,2
388,1,female,36.0,0,0,27849.0,13.0,S,2
719,0,male,28.0,0,0,36568.0,15.5,Q,3
275,1,female,28.0,0,0,370375.0,7.75,Q,3
324,1,female,22.0,1,1,248738.0,29.0,S,2
248,1,female,24.0,0,2,250649.0,14.5,S,2
530,0,male,23.0,2,1,29104.0,11.5,S,2
437,0,female,21.0,2,2,236171.0,34.375,S,3
493,0,male,55.0,0,0,113787.0,30.5,S,1
247,0,female,25.0,0,0,347071.0,7.775,S,3
331,1,female,28.0,2,0,367226.0,23.25,Q,3
626,0,male,61.0,0,0,36963.0,32.3208,S,1
55,0,male,65.0,0,1,113509.0,61.9792,C,1
409,0,male,21.0,0,0,312992.0,7.775,S,3
452,0,male,28.0,1,0,65303.0,19.9667,S,3
194,1,male,3.0,1,1,230080.0,26.0,S,2
25,0,female,8.0,3,1,349909.0,21.075,S,3
859,1,female,24.0,0,3,2666.0,19.2583,C,3
118,0,male,29.0,1,0,11668.0,21.0,S,2
163,0,male,26.0,0,0,347068.0,7.775,S,3
796,0,male,39.0,0,0,28213.0,13.0,S,2
688,0,male,19.0,0,0,349228.0,10.1708,S,3
843,1,female,30.0,0,0,113798.0,31.0,C,1
333,0,male,38.0,0,1,236171.0,153.4625,S,1
40,1,female,14.0,1,0,2651.0,11.2417,C,3
211,0,male,24.0,0,0,236171.0,7.05,S,3
545,0,male,50.0,1,0,236171.0,106.425,C,1
573,1,male,36.0,0,0,236171.0,26.3875,S,1
184,1,male,1.0,2,1,230136.0,39.0,S,2
672,0,male,31.0,1,0,236171.0,52.0,S,1
730,0,female,25.0,1,0,236171.0,7.925,S,3
844,0,male,34.5,0,0,2683.0,6.4375,C,3
870,1,male,4.0,1,1,347742.0,11.1333,S,3
209,1,female,16.0,0,0,367231.0,7.75,Q,3
509,0,male,28.0,0,0,236171.0,22.525,S,3
664,0,male,36.0,0,0,349210.0,7.4958,S,3
7,0,male,54.0,0,0,17463.0,51.8625,S,1
850,1,female,28.0,1,0,17453.0,89.1042,C,1
229,0,male,18.0,0,0,236171.0,13.0,S,2
235,0,male,24.0,0,0,236171.0,10.5,S,2
109,0,male,38.0,0,0,349249.0,7.8958,S,3
506,0,male,18.0,1,0,236171.0,108.9,C,1
213,0,male,22.0,0,0,236171.0,7.25,S,3
309,0,male,30.0,1,0,236171.0,24.0,C,2
657,0,male,28.0,0,0,349223.0,7.8958,S,3
800,0,female,30.0,1,1,345773.0,24.15,S,3
350,0,male,42.0,0,0,315088.0,8.6625,S,3
348,1,female,28.0,1,0,386525.0,16.1,S,3
648,1,male,56.0,0,0,13213.0,35.5,C,1
